State and County,FIPS,Longitude,Latitude,Population(2010),Total Area mi²
MT Chouteau County,30015,-110.436189,47.886837,"5,813","3,996.725"
MT Custer County,30017,-105.550508,46.261481,"11,699","3,793.217"
MT Daniels County,30019,-105.541739,48.794429,"1,751","1,426.499"
MT Dawson County,30021,-104.901027,47.272425,"8,966","2,383.172"
MT Deer Lodge County,30023,-113.139108,46.099059,"9,298",741.201
MT Fallon County,30025,-104.405718,46.318184,"2,890","1,623.056"
MT Fergus County,30027,-109.22328,47.222997,"11,586","4,350.414"
MT Flathead County,30029,-114.054319,48.314696,"90,928","5,256.439"
MT Gallatin County,30031,-111.173443,45.535559,"89,513","2,632.066"
MT Garfield County,30033,-106.982212,47.281174,"1,206","4,847.474"
MT Glacier County,30035,-112.990502,48.705671,"13,399","3,036.924"
MT Golden Valley County,30037,-109.174586,46.380624,884,"1,176.341"
MT Granite County,30039,-113.425683,46.395358,"3,079","1,733.046"
MT Hill County,30041,-110.106372,48.628331,"16,096","2,916.024"
MT Jefferson County,30043,-112.056771,46.126557,"11,406","1,658.840"
MT Judith Basin County,30045,-110.30532,47.032558,"2,072","1,870.619"
MT Lake County,30047,-114.083687,47.642901,"28,746","1,653.717"
MT Lewis And Clark County,30049,-112.382954,47.122133,"63,395","3,497.715"
MT Liberty County,30051,-111.036924,48.559654,"2,339","1,447.176"
MT Lincoln County,30053,-115.404343,48.542232,"19,687","3,675.126"
MT Mccone County,30055,-105.757222,47.629628,"1,734","2,682.824"
MT Madison County,30057,-111.917328,45.319288,"7,691","3,602.793"
MT Meagher County,30059,-110.921781,46.585706,"1,891","2,394.761"
MT Mineral County,30061,-115.06455,47.155213,"4,223","1,223.259"
MT Missoula County,30063,-113.892681,47.027263,"109,299","2,618.320"
MT Musselshell County,30065,-108.436982,46.505665,"4,538","1,870.907"
MT Park County,30067,-110.532798,45.421905,"15,636","2,813.493"
MT Petroleum County,30069,-108.226575,47.141917,494,"1,673.804"
MT Phillips County,30071,-107.928833,48.250155,"4,253","5,211.880"
MT Pondera County,30073,-112.219928,48.230312,"6,153","1,639.839"
MT Powder River County,30075,-105.555259,45.40889,"1,743","3,297.903"
MT Powell County,30077,-112.9311,46.844225,"7,027","2,332.646"
MT Prairie County,30079,-105.375808,46.852434,"1,179","1,742.566"
MT Ravalli County,30081,-114.119065,46.079298,"40,212","2,400.202"
MT Richland County,30083,-104.563387,47.785513,"9,746","2,103.287"
MT Roosevelt County,30085,-104.99517,48.282747,"10,425","2,369.417"
MT Rosebud County,30087,-106.701953,46.161734,"9,233","5,027.007"
MT Sanders County,30089,-115.180225,47.756469,"11,413","2,789.984"
MT Sheridan County,30091,-104.533913,48.705523,"3,384","1,706.093"
MT Silver Bow County,30093,-112.660222,45.895959,"34,200",719.052
MT Stillwater County,30095,-109.391752,45.663496,"9,117","1,804.583"
MT Sweet Grass County,30097,-109.941312,45.81306,"3,651","1,862.034"
MT Teton County,30099,-112.281725,47.819035,"6,073","2,292.519"
MT Toole County,30101,-111.733493,48.645052,"5,324","1,945.766"
MT Treasure County,30103,-107.280494,46.209636,718,984.024
MT Valley County,30105,-106.687883,48.365713,"7,369","5,061.791"
MT Wheatland County,30107,-109.857147,46.497047,"2,168","1,428.242"
MT Wibaux County,30109,-104.274466,46.962866,"1,017",889.926
MT Yellowstone County,30111,-108.276656,45.936987,"147,972","2,649.032"
NE Adams County,31001,-98.500044,40.520632,"31,364",564.230
NE Antelope County,31003,-98.058037,42.183225,"6,685",858.592
NE Arthur County,31005,-101.697045,41.570856,460,718.307
NE Banner County,31007,-103.726263,41.53975,690,746.267
NE Blaine County,31009,-99.990771,41.92523,478,714.520
NE Boone County,31011,-98.066794,41.7054,"5,505",687.218
NE Box Butte County,31013,-103.087821,42.215665,"11,308","1,077.837"
NE Boyd County,31015,-98.773022,42.894448,"2,099",544.531
NE Brown County,31017,-99.923176,42.34939,"3,145","1,225.122"
NE Buffalo County,31019,-99.074983,40.855226,"46,102",975.399
NE Burt County,31021,-96.337746,41.854179,"6,858",497.063
NE Butler County,31023,-97.13204,41.226072,"8,395",590.812
NE Cass County,31025,-96.140609,40.909878,"25,241",565.891
NE Cedar County,31027,-97.256824,42.604511,"8,852",745.847
NE Chase County,31029,-101.694192,40.53039,"3,966",897.499
NE Cherry County,31031,-101.072622,42.566985,"5,713","6,009.332"
NE Cheyenne County,31033,-103.011929,41.214236,"9,998","1,196.400"
NE Clay County,31035,-98.05105,40.523669,"6,542",573.538
NE Colfax County,31037,-97.089455,41.574675,"10,515",416.516
NE Cuming County,31039,-96.788517,41.915865,"9,139",574.653
NE Custer County,31041,-99.726866,41.393893,"10,939","2,575.882"
NE Dakota County,31043,-96.562549,42.390456,"21,006",267.421
NE Dawes County,31045,-103.134872,42.711214,"9,182","1,401.067"
NE Dawson County,31047,-99.815154,40.867378,"24,326","1,019.433"
NE Deuel County,31049,-102.332604,41.112988,"1,941",440.712
NE Dixon County,31051,-96.855862,42.48528,"6,000",482.901
NE Dodge County,31053,-96.645853,41.577008,"36,691",543.000
NE Douglas County,31055,-96.154066,41.297091,"517,110",339.347
NE Dundy County,31057,-101.681133,40.180165,"2,008",920.854
NE Fillmore County,31059,-97.596705,40.52504,"5,890",576.525
NE Franklin County,31061,-98.96208,40.183203,"3,225",576.004
NE Frontier County,31063,-100.406683,40.530947,"2,756",980.080
NE Furnas County,31065,-99.909661,40.191991,"4,959",720.644
NE Gage County,31067,-96.683453,40.255234,"22,311",859.958
NE Garden County,31069,-102.328229,41.659381,"2,057","1,730.876"
NE Garfield County,31071,-98.922998,41.905572,"2,049",571.383
NE Gosper County,31073,-99.824078,40.509838,"2,044",462.723
NE Grant County,31075,-101.756875,41.915867,614,783.224
NE Greeley County,31077,-98.530566,41.5676,"2,538",570.656
NE Hall County,31079,-98.498004,40.866023,"58,607",552.145
NE Hamilton County,31081,-98.021943,40.877145,"9,124",547.021
NE Harlan County,31083,-99.403418,40.178766,"3,423",574.061
NE Hayes County,31085,-101.05558,40.535786,967,713.282
NE Hitchcock County,31087,-101.044217,40.176896,"2,908",718.477
NE Holt County,31089,-98.784766,42.459287,"10,435","2,417.496"
NE Hooker County,31091,-101.11681,41.9187,736,721.462
NE Howard County,31093,-98.513303,41.219403,"6,274",575.592
NE Jefferson County,31095,-97.143103,40.175736,"7,547",575.670
NE Johnson County,31097,-96.268562,40.395457,"5,217",376.733
NE Kearney County,31099,-98.948461,40.506269,"6,489",516.349
NE Keith County,31101,-101.644474,41.194404,"8,368","1,109.736"
NE Keya Paha County,31103,-99.718351,42.87548,824,773.919
NE Kimball County,31105,-103.711105,41.199155,"3,821",952.405
NE Knox County,31107,-97.891349,42.634405,"8,701","1,139.721"
NE Lancaster County,31109,-96.688658,40.783547,"285,407",846.381
NE Lincoln County,31111,-100.744481,41.050322,"36,288","2,575.126"
NE Logan County,31113,-100.443665,41.542156,763,571.125
NE Loup County,31115,-99.509764,41.897714,632,571.099
NE Mcpherson County,31117,-101.060237,41.596473,539,860.011
NE Madison County,31119,-97.606856,41.909929,"34,876",575.451
NE Merrick County,31121,-98.031051,41.169801,"7,845",494.498
NE Morrill County,31123,-102.990599,41.732205,"5,042","1,429.861"
NE Nance County,31125,-97.991408,41.402386,"3,735",448.231
NE Nemaha County,31127,-95.850954,40.387448,"7,248",409.604
NE Nuckolls County,31129,-98.046842,40.176492,"4,500",575.819
NE Otoe County,31131,-96.131027,40.637992,"15,740",619.019
NE Pawnee County,31133,-96.245225,40.13785,"2,773",432.949
NE Perkins County,31135,-101.636443,40.856065,"2,970",884.432
NE Phelps County,31137,-99.406557,40.516365,"9,188",540.426
NE Pierce County,31139,-97.610992,42.271413,"7,266",574.593
NE Platte County,31141,-97.513467,41.576866,"32,237",684.589
NE Polk County,31143,-97.570663,41.187925,"5,406",440.642
NE Red Willow County,31145,-100.468576,40.16942,"11,055",718.006
NE Richardson County,31147,-95.718603,40.123743,"8,363",554.573
NE Rock County,31149,-99.45853,42.413325,"1,526","1,011.719"
NE Saline County,31151,-97.131755,40.516802,"14,200",576.309
NE Sarpy County,31153,-96.109125,41.115064,"158,840",247.523
NE Saunders County,31155,-96.640923,41.223152,"20,780",759.820
NE Scotts Bluff County,31157,-103.70586,41.851589,"36,970",745.362
NE Seward County,31159,-97.140383,40.871944,"16,750",575.887
NE Sheridan County,31161,-102.389698,42.507074,"5,469","2,469.797"
NE Sherman County,31163,-98.972849,41.218743,"3,152",571.644
NE Sioux County,31165,-103.742605,42.483806,"1,311","2,067.463"
NE Stanton County,31167,-97.174724,41.904793,"6,129",431.003
NE Thayer County,31169,-97.596263,40.173845,"5,228",574.975
NE Thomas County,31171,-100.506911,41.84862,647,714.019
NE Thurston County,31173,-96.533943,42.154061,"6,940",396.078
NE Valley County,31175,-98.983484,41.564094,"4,260",570.458
NE Washington County,31177,-96.224574,41.533979,"20,234",393.197
NE Wayne County,31179,-97.126243,42.210746,"9,595",443.335
NE Webster County,31181,-98.49859,40.180646,"3,812",575.043
NE Wheeler County,31183,-98.522289,41.937859,818,575.591
NE York County,31185,-97.596742,40.873056,"13,665",575.829
NV Churchill County,32001,-118.270419,39.525701,"24,877","5,024.058"
NV Clark County,32003,-115.013819,36.214236,"1,951,269","8,060.812"
NV Douglas County,32005,-119.609019,38.905129,"46,997",737.641
NV Elko County,32007,-115.351424,41.141133,"48,818","17,202.946"
NV Esmeralda County,32009,-117.632382,37.778966,783,"3,589.039"
NV Eureka County,32011,-116.272208,39.977788,"1,987","4,179.963"
NV Humboldt County,32013,-118.127592,41.407914,"16,528","9,657.822"
NV Lander County,32015,-117.04724,39.900211,"5,775","5,519.489"
NV Lincoln County,32017,-114.863037,37.634605,"5,345","10,636.987"
NV Lyon County,32019,-119.197417,39.022214,"51,980","2,024.200"
NV Mineral County,32021,-118.416279,38.516647,"4,772","3,812.978"
NV Nye County,32023,-116.459047,37.966379,"43,946","18,198.607"
NV Pershing County,32027,-118.409477,40.439639,"6,753","6,067.426"
NV Storey County,32029,-119.524646,39.438385,"4,010",263.643
NV Washoe County,32031,-119.710315,40.703311,"421,407","6,542.212"
NV White Pine County,32033,-114.900945,39.417804,"10,030","8,896.760"
NV Carson City [9] County,32510,-119.743442,39.153447,"55,274",157.244
NH Belknap County,33001,-71.425366,43.519109,"60,088",468.582
NH Carroll County,33003,-71.201665,43.867567,"47,818",992.434
NH Cheshire County,33005,-72.248217,42.925455,"77,117",729.099
NH Coos County,33007,-71.289383,44.652419,"33,055","1,829.734"
NH Grafton County,33009,-71.842264,43.926488,"89,118","1,749.545"
NH Hillsborough County,33011,-71.723101,42.911643,"400,721",892.215
NH Merrimack County,33013,-71.68013,43.299485,"146,445",956.447
NH Rockingham County,33015,-71.099437,42.98936,"295,223",795.110
NH Strafford County,33017,-71.035927,43.293177,"123,143",384.002
NH Sullivan County,33019,-72.222084,43.361188,"43,742",551.994
NJ Atlantic County,34001,-74.633758,39.469354,"274,549",671.826
NJ Bergen County,34003,-74.074522,40.95909,"905,116",246.671
NJ Burlington County,34005,-74.663006,39.875786,"448,734",819.838
NJ Camden County,34007,-74.961251,39.802352,"513,657",227.293
NJ Cape May County,34009,-74.847716,39.086143,"97,265",620.417
NJ Cumberland County,34011,-75.121644,39.328387,"156,898",677.621
NJ Essex County,34013,-74.246136,40.787217,"783,969",129.631
NJ Gloucester County,34015,-75.143708,39.721019,"288,288",337.177
NJ Hudson County,34017,-74.078627,40.731384,"634,266",62.313
NJ Hunterdon County,34019,-74.91197,40.565283,"128,349",437.437
NJ Mercer County,34021,-74.703724,40.282503,"366,513",228.888
NJ Middlesex County,34023,-74.407585,40.439593,"809,858",322.827
NJ Monmouth County,34025,-74.152446,40.287056,"630,380",665.320
NJ Morris County,34027,-74.547427,40.858581,"492,276",481.625
NJ Ocean County,34029,-74.263027,39.86585,"576,567",915.401
NJ Passaic County,34031,-74.300308,41.033763,"501,226",197.105
NJ Salem County,34033,-75.357356,39.573828,"66,083",372.329
NJ Somerset County,34035,-74.61993,40.565522,"323,444",304.857
NJ Sussex County,34037,-74.691855,41.137424,"149,265",535.743
NJ Union County,34039,-74.308696,40.659871,"536,499",105.401
NJ Warren County,34041,-75.009542,40.853524,"108,692",362.858
NM Bernalillo County,35001,-106.669065,35.054002,"662,564","1,167.188"
NM Catron County,35003,-108.392097,33.901814,"3,725","6,929.171"
NM Chaves County,35005,-104.469837,33.361605,"65,645","6,075.123"
NM Cibola County,35006,-108.000255,34.93205,"27,213","4,541.731"
NM Colfax County,35007,-104.640126,36.612963,"13,750","3,768.222"
NM Curry County,35009,-103.346055,34.572984,"48,376","1,407.953"
NM De Baca County,35011,-104.401527,34.351429,"2,022","2,333.882"
NM Dona Ana County,35013,-106.832182,32.350912,"209,233","3,814.380"
NM Eddy County,35015,-104.306471,32.457858,"53,829","4,197.522"
NM Grant County,35017,-108.381504,32.732087,"29,514","3,967.551"
NM Guadalupe County,35019,-104.784968,34.869782,"4,687","3,031.597"
NM Harding County,35021,-103.829931,35.863152,695,"2,125.888"
NM Hidalgo County,35023,-108.745729,31.899658,"4,894","3,445.993"
NM Lea County,35025,-103.413271,32.795687,"64,727","4,394.202"
NM Lincoln County,35027,-105.449083,33.740941,"20,497","4,831.309"
NM Los Alamos County,35028,-106.307968,35.870047,"17,950",109.256
NM Luna County,35029,-107.746639,32.184482,"25,095","2,965.355"
NM Mckinley County,35031,-108.255307,35.573732,"71,492","5,455.276"
NM Mora County,35033,-104.921898,35.982841,"4,881","1,933.621"
NM Otero County,35035,-105.781079,32.588776,"63,797","6,627.502"
NM Quay County,35037,-103.548071,35.107018,"9,041","2,881.583"
NM Rio Arriba County,35039,-106.693983,36.509669,"40,246","5,896.150"
NM Roosevelt County,35041,-103.482725,34.021457,"19,846","2,454.653"
NM Sandoval County,35043,-106.882618,35.685073,"131,561","3,715.943"
NM San Juan County,35045,-108.324578,36.511625,"130,044","5,538.424"
NM San Miguel County,35047,-104.803515,35.476876,"29,393","4,735.659"
NM Santa Fe County,35049,-105.966441,35.513722,"144,170","1,910.871"
NM Sierra County,35051,-107.188161,33.119479,"11,988","4,236.224"
NM Socorro County,35053,-106.939003,33.991614,"17,866","6,648.749"
NM Taos County,35055,-105.637987,36.576529,"32,937","2,204.417"
NM Torrance County,35057,-105.846836,34.634644,"16,383","3,345.733"
NM Union County,35059,-103.475723,36.488085,"4,549","3,830.875"
NM Valencia County,35061,-106.806582,34.71684,"76,569","1,068.294"
NY Albany County,36001,-73.974014,42.588271,"304,204",533.302
NY Allegany County,36003,-78.026176,42.247894,"48,946","1,034.387"
NY Bronx [10] County,36005,-73.852939,40.848711,"1,385,108",57.478
NY Broome County,36007,-75.830291,42.161977,"200,600",715.515
NY Cattaraugus County,36009,-78.681006,42.244853,"80,317","1,322.485"
NY Cayuga County,36011,-76.574587,43.008546,"80,026",863.671
NY Chautauqua County,36013,-79.407595,42.304216,"134,905","1,500.183"
NY Chemung County,36015,-76.747179,42.155281,"88,830",410.779
NY Chenango County,36017,-75.604905,42.489732,"50,477",898.630
NY Clinton County,36019,-73.705648,44.75271,"82,128","1,117.526"
NY Columbia County,36021,-73.626805,42.247729,"63,096",648.265
NY Cortland County,36023,-76.076265,42.593824,"49,336",501.518
NY Delaware County,36025,-74.966728,42.193987,"47,980","1,467.446"
NY Dutchess County,36027,-73.739951,41.755009,"297,488",825.348
NY Erie County,36029,-78.778192,42.752759,"919,040","1,226.854"
NY Essex County,36031,-73.777573,44.108971,"39,370","1,916.228"
NY Franklin County,36033,-74.31067,44.594374,"51,599","1,697.472"
NY Fulton County,36035,-74.423678,43.115609,"55,531",532.880
NY Genesee County,36037,-78.192778,43.00091,"60,079",495.308
NY Greene County,36039,-74.149495,42.286951,"49,221",658.049
NY Hamilton County,36041,-74.502456,43.657879,"4,836","1,807.804"
NY Herkimer County,36043,-74.894694,43.461635,"64,519","1,457.957"
NY Jefferson County,36045,-76.053522,43.995371,"116,229","1,857.222"
NY Kings [10] County,36047,-73.950777,40.635133,"2,504,700",96.918
NY Lewis County,36049,-75.442617,43.786397,"27,087","1,289.961"
NY Livingston County,36051,-77.76978,42.727485,"65,393",640.259
NY Madison County,36053,-75.663575,42.910026,"73,442",661.283
NY Monroe County,36055,-77.664656,43.464475,"744,344","1,366.729"
NY Montgomery County,36057,-74.435358,42.900891,"50,219",410.355
NY Nassau County,36059,-73.589384,40.729687,"1,339,532",453.234
NY New York [10] County,36061,-73.970174,40.776557,"1,585,873",33.591
NY Niagara County,36063,-78.792143,43.456731,"216,469","1,139.669"
NY Oneida County,36065,-75.434282,43.242727,"234,878","1,257.656"
NY Onondaga County,36067,-76.196117,43.00653,"467,026",805.618
NY Ontario County,36069,-77.303277,42.856695,"107,931",662.526
NY Orange County,36071,-74.306252,41.40241,"372,813",838.645
NY Orleans County,36073,-78.229726,43.502287,"42,883",817.422
NY Oswego County,36075,-76.209258,43.461443,"122,109","1,312.083"
NY Otsego County,36077,-75.028841,42.629776,"62,259","1,015.752"
NY Putnam County,36079,-73.743882,41.427904,"99,710",246.251
NY Queens [10] County,36081,-73.837929,40.658557,"2,230,722",178.207
NY Rensselaer County,36083,-73.513845,42.710421,"159,429",665.393
NY Richmond [10] County,36085,-74.137063,40.563855,"468,730",102.291
NY Rockland County,36087,-74.024772,41.154785,"311,687",199.342
NY Saint Lawrence County,36089,-75.074311,44.488113,"111,944","2,821.439"
NY Saratoga County,36091,-73.855387,43.106135,"219,607",843.808
NY Schenectady County,36093,-74.043583,42.817542,"154,727",209.386
NY Schoharie County,36095,-74.438172,42.591294,"32,749",626.327
NY Schuyler County,36097,-76.938604,42.419776,"18,343",342.328
NY Seneca County,36099,-76.827088,42.782294,"35,251",390.439
NY Steuben County,36101,-77.385525,42.266725,"98,990","1,404.083"
NY Suffolk County,36103,-72.692218,40.943554,"1,493,350","2,373.133"
NY Sullivan County,36105,-74.76468,41.720176,"77,547",996.723
NY Tioga County,36107,-76.29745,42.178057,"51,125",522.880
NY Tompkins County,36109,-76.473712,42.453281,"101,564",491.558
NY Ulster County,36111,-74.265447,41.947232,"182,493","1,160.760"
NY Warren County,36113,-73.838139,43.555105,"65,707",931.604
NY Washington County,36115,-73.439428,43.312377,"63,216",845.888
NY Wayne County,36117,-77.063164,43.458758,"93,772","1,383.051"
NY Westchester County,36119,-73.745912,41.15277,"949,113",499.995
NY Wyoming County,36121,-78.228567,42.701363,"42,155",596.287
NY Yates County,36123,-77.104324,42.638237,"25,348",375.790
NC Alamance County,37001,-79.399935,36.041974,"151,131",434.737
NC Alexander County,37003,-81.177467,35.920951,"37,198",263.650
NC Alleghany County,37005,-81.132299,36.489356,"11,155",236.547
NC Anson County,37007,-80.109959,34.974996,"26,948",537.094
NC Ashe County,37009,-81.49877,36.436305,"27,281",429.269
NC Avery County,37011,-81.920363,36.072894,"17,797",247.229
NC Beaufort County,37013,-76.842014,35.482313,"47,759",958.215
NC Bertie County,37015,-76.962367,36.06133,"21,282",741.249
NC Bladen County,37017,-78.539513,34.591949,"35,190",887.158
NC Brunswick County,37019,-78.227688,34.038708,"107,431","1,049.824"
NC Buncombe County,37021,-82.530426,35.609371,"238,318",660.141
NC Burke County,37023,-81.70618,35.746182,"90,912",515.075
NC Cabarrus County,37025,-80.552868,35.387845,"178,011",364.464
NC Caldwell County,37027,-81.530076,35.957857,"83,029",474.313
NC Camden County,37029,-76.162488,36.342344,"9,980",310.214
NC Carteret County,37031,-76.526967,34.858313,"66,469","1,340.625"
NC Caswell County,37033,-79.332546,36.393097,"23,719",428.252
NC Catawba County,37035,-81.214151,35.663182,"154,358",413.415
NC Chatham County,37037,-79.251454,35.704994,"63,505",709.831
NC Cherokee County,37039,-84.061308,35.136233,"27,444",466.724
NC Chowan County,37041,-76.60207,36.127288,"14,793",233.298
NC Clay County,37043,-83.752264,35.052997,"10,587",220.629
NC Cleveland County,37045,-81.557115,35.33463,"98,078",468.251
NC Columbus County,37047,-78.636378,34.260471,"58,098",953.640
NC Craven County,37049,-77.082541,35.118179,"103,505",774.162
NC Cumberland County,37051,-78.828719,35.050192,"319,431",658.367
NC Currituck County,37053,-75.941224,36.372174,"23,547",526.592
NC Dare County,37055,-75.767536,35.606269,"33,920","1,562.564"
NC Davidson County,37057,-80.206525,35.795123,"162,878",567.018
NC Davie County,37059,-80.542542,35.929356,"41,240",267.088
NC Duplin County,37061,-77.933543,34.934403,"58,505",821.674
NC Durham County,37063,-78.877919,36.036589,"267,587",297.866
NC Edgecombe County,37065,-77.602655,35.917055,"56,552",506.650
NC Forsyth County,37067,-80.257289,36.131667,"350,670",412.697
NC Franklin County,37069,-78.28309,36.088241,"60,619",494.498
NC Gaston County,37071,-81.177256,35.293344,"206,086",364.102
NC Gates County,37073,-76.702355,36.442135,"12,197",345.688
NC Graham County,37075,-83.830909,35.348111,"8,861",301.665
NC Granville County,37077,-78.657634,36.299884,"59,916",536.499
NC Greene County,37079,-77.681667,35.481933,"21,362",266.400
NC Guilford County,37081,-79.788665,36.079065,"488,406",657.628
NC Halifax County,37083,-77.644842,36.251438,"54,691",731.179
NC Harnett County,37085,-78.87161,35.368635,"114,678",601.304
NC Haywood County,37087,-82.972807,35.557097,"59,036",554.625
NC Henderson County,37089,-82.479634,35.336424,"106,740",375.231
NC Hertford County,37091,-76.981616,36.363517,"24,669",360.354
NC Hoke County,37093,-79.241964,35.017233,"46,952",392.296
NC Hyde County,37095,-76.153687,35.408157,"5,810","1,424.026"
NC Iredell County,37097,-80.874545,35.806356,"159,437",596.902
NC Jackson County,37099,-83.130641,35.286463,"40,271",494.545
NC Johnston County,37101,-78.367267,35.513405,"168,878",795.504
NC Jones County,37103,-77.356443,35.03216,"10,153",473.215
NC Lee County,37105,-79.17222,35.476075,"57,866",259.043
NC Lenoir County,37107,-77.639023,35.238062,"59,495",402.818
NC Lincoln County,37109,-81.225176,35.487825,"78,265",307.041
NC Mcdowell County,37111,-82.048029,35.682232,"44,996",445.997
NC Macon County,37113,-83.421901,35.152959,"33,922",519.687
NC Madison County,37115,-82.712731,35.86408,"20,764",451.437
NC Martin County,37117,-77.112867,35.841059,"24,505",461.508
NC Mecklenburg County,37119,-80.833832,35.246862,"919,628",545.909
NC Mitchell County,37121,-82.163554,36.013102,"15,579",222.087
NC Montgomery County,37123,-79.904196,35.338071,"27,798",501.794
NC Moore County,37125,-79.480664,35.310163,"88,247",705.853
NC Nash County,37127,-77.987555,35.965945,"95,840",542.769
NC New Hanover County,37129,-77.871378,34.177466,"202,667",328.203
NC Northampton County,37131,-77.398352,36.421774,"22,099",550.605
NC Onslow County,37133,-77.503297,34.76346,"177,772",905.913
NC Orange County,37135,-79.119355,36.062499,"133,801",401.428
NC Pamlico County,37137,-76.665069,35.147462,"13,144",566.750
NC Pasquotank County,37139,-76.260355,36.265276,"40,661",289.437
NC Pender County,37141,-77.888029,34.512581,"52,217",932.786
NC Perquimans County,37143,-76.404269,36.178261,"13,453",328.966
NC Person County,37145,-78.965471,36.386387,"39,464",404.079
NC Pitt County,37147,-77.372404,35.591065,"168,148",654.825
NC Polk County,37149,-82.167667,35.278928,"20,510",238.535
NC Randolph County,37151,-79.806215,35.709915,"141,752",789.350
NC Richmond County,37153,-79.747809,35.001957,"46,639",479.918
NC Robeson County,37155,-79.100881,34.63921,"134,168",950.987
NC Rockingham County,37157,-79.782889,36.380927,"93,643",572.705
NC Rowan County,37159,-80.525344,35.639218,"138,428",523.725
NC Rutherford County,37161,-81.919583,35.402747,"67,810",565.850
NC Sampson County,37163,-78.371382,34.990575,"63,431",946.595
NC Scotland County,37165,-79.477337,34.840023,"36,157",320.324
NC Stanly County,37167,-80.254355,35.310523,"60,585",404.840
NC Stokes County,37169,-80.239271,36.404195,"47,401",455.629
NC Surry County,37171,-80.686463,36.415416,"73,673",536.303
NC Swain County,37173,-83.465614,35.568849,"13,981",540.644
NC Transylvania County,37175,-82.816696,35.210095,"33,090",380.513
NC Tyrrell County,37177,-76.165345,35.87042,"4,407",594.218
NC Union County,37179,-80.530131,34.991501,"201,292",639.526
NC Vance County,37181,-78.405434,36.365481,"45,422",269.820
NC Wake County,37183,-78.650624,35.789846,"900,993",857.322
NC Warren County,37185,-78.099924,36.397979,"20,972",443.762
NC Washington County,37187,-76.572334,35.844589,"13,228",423.847
NC Watauga County,37189,-81.709919,36.235371,"51,079",313.453
NC Wayne County,37191,-78.004826,35.362741,"122,623",556.852
NC Wilkes County,37193,-81.165354,36.209303,"69,340",756.920
NC Wilson County,37195,-77.918982,35.704125,"81,234",373.732
NC Yadkin County,37197,-80.665164,36.158765,"38,406",337.506
NC Yancey County,37199,-82.30398,35.889504,"17,818",313.160
ND Adams County,38001,-102.533198,46.096815,"2,343",988.713
ND Barnes County,38003,-98.070195,46.94255,"11,066","1,513.405"
ND Benson County,38005,-99.361987,48.071738,"6,660","1,439.497"
ND Billings County,38007,-103.364924,47.009283,783,"1,153.475"
ND Bottineau County,38009,-100.831257,48.794412,"6,429","1,697.348"
ND Bowman County,38011,-103.506586,46.107807,"3,151","1,167.053"
ND Burke County,38013,-102.520087,48.786453,"1,968","1,128.925"
ND Burleigh County,38015,-100.462001,46.971843,"81,308","1,668.297"
ND Cass County,38017,-97.252375,46.927003,"149,778","1,767.899"
ND Cavalier County,38019,-98.46379,48.768439,"3,993","1,509.960"
ND Dickey County,38021,-98.496518,46.107756,"5,289","1,142.130"
ND Divide County,38023,-103.497653,48.818142,"2,071","1,294.229"
ND Dunn County,38025,-102.612365,47.35461,"3,536","2,082.043"
ND Eddy County,38027,-98.900475,47.723436,"2,385",644.115
ND Emmons County,38029,-100.237842,46.284255,"3,550","1,555.022"
ND Foster County,38031,-98.872817,47.464327,"3,343",646.824
ND Golden Valley County,38033,-103.844612,46.938924,"1,680","1,002.387"
ND Grand Forks County,38035,-97.450851,47.926003,"66,861","1,439.503"
ND Grant County,38037,-101.639049,46.357827,"2,394","1,665.920"
ND Griggs County,38039,-98.232444,47.463463,"2,420",716.444
ND Hettinger County,38041,-102.458385,46.434939,"2,477","1,133.780"
ND Kidder County,38043,-99.742727,46.935385,"2,435","1,432.912"
ND Lamoure County,38045,-98.526057,46.464195,"4,139","1,150.890"
ND Logan County,38047,-99.504585,46.469278,"1,990","1,011.241"
ND Mchenry County,38049,-100.633267,48.233842,"5,395","1,911.543"
ND Mcintosh County,38051,-99.443041,46.117034,"2,809",994.740
ND Mckenzie County,38053,-103.403215,47.742475,"6,360","2,860.775"
ND Mclean County,38055,-101.421794,47.653055,"8,962","2,328.017"
ND Mercer County,38057,-101.820765,47.303279,"8,424","1,112.491"
ND Morton County,38059,-101.279743,46.713789,"27,471","1,945.446"
ND Mountrail County,38061,-102.364756,48.210291,"7,673","1,941.569"
ND Nelson County,38063,-98.204428,47.918667,"3,126","1,008.816"
ND Oliver County,38065,-101.33142,47.118079,"1,846",731.189
ND Pembina County,38067,-97.545405,48.766896,"7,413","1,121.395"
ND Pierce County,38069,-99.966497,48.238883,"4,357","1,082.334"
ND Ramsey County,38071,-98.737329,48.265551,"11,451","1,300.915"
ND Ransom County,38073,-97.647554,46.449276,"5,457",863.740
ND Renville County,38075,-101.658152,48.712782,"2,470",892.747
ND Richland County,38077,-96.93796,46.265219,"16,321","1,445.445"
ND Rolette County,38079,-99.840463,48.768272,"13,937",939.341
ND Sargent County,38081,-97.63003,46.108206,"3,829",866.899
ND Sheridan County,38083,-100.341499,47.581373,"1,321","1,005.639"
ND Sioux County,38085,-101.047525,46.109282,"4,153","1,128.245"
ND Slope County,38087,-103.462462,46.445834,727,"1,219.161"
ND Stark County,38089,-102.662026,46.817031,"24,199","1,340.193"
ND Steele County,38091,-97.718895,47.458288,"1,975",715.464
ND Stutsman County,38093,-98.957592,46.971103,"21,100","2,297.908"
